date,long_deal_amount_外資,long_deal_amount_投信,long_deal_amount_自營商,long_deal_volume_外資,long_deal_volume_投信,long_deal_volume_自營商,long_open_interest_balance_amount_外資,long_open_interest_balance_amount_投信,long_open_interest_balance_amount_自營商,long_open_interest_balance_volume_外資,long_open_interest_balance_volume_投信,long_open_interest_balance_volume_自營商,short_deal_amount_外資,short_deal_amount_投信,short_deal_amount_自營商,short_deal_volume_外資,short_deal_volume_投信,short_deal_volume_自營商,short_open_interest_balance_amount_外資,short_open_interest_balance_amount_投信,short_open_interest_balance_amount_自營商,short_open_interest_balance_volume_外資,short_open_interest_balance_volume_投信,short_open_interest_balance_volume_自營商
2021-04-08,170843477,1533111,32702475,50847,453,9729,71316423,48363824,95491560,21067,14286,28302,172508710,33824,31561403,51342,10,9394,150129023,62562192,15897071,44429,18480,4731
2021-04-09,162688869,310819,29612149,48158,92,8772,64117479,48307723,95215465,19040,14344,28363,169737237,154906,31124270,50248,46,9222,149560258,62277358,17536820,44492,18492,5242
2021-04-12,174067719,104464,34604788,51589,31,10264,62600284,48232275,94940415,18594,14325,28292,175820462,175117,35096351,52109,52,10406,149762796,62269212,17799662,44566,18494,5323
2021-04-13,222773862,6716,55904618,65828,2,16528,67912054,47567852,99307711,20222,14163,29666,220866376,1908034,53557029,65262,568,15826,152953926,63470743,20037287,45628,18898,6006
2021-04-14,286377763,296688,61174120,85362,88,18244,64315060,47981765,95933668,19079,14232,28556,285531634,73462,60595920,85126,22,18069,148867412,63722747,15792425,44249,18901,4723
2021-04-15,218102184,2172875,41286385,64431,637,12194,64940876,48772961,97488121,19026,14287,28666,216191395,151874,40748568,63855,45,12034,148571017,62690591,15820818,43620,18364,4673
2021-04-16,242691263,6752312,43182180,71090,1975,12653,67487552,49869052,101090046,19680,14534,29576,254660802,5148887,40680005,74596,1511,11916,166133709,62252364,16647932,48530,18147,4891
2021-04-19,252418341,63462027,50805208,73391,18431,14793,79564237,50711343,96953991,23072,14706,28213,237548313,61752391,56747538,69076,17942,16498,163882916,61465194,19782122,47607,17830,5766
2021-04-20,229313539,43861445,54989468,66442,12717,15951,76211002,50820858,102322233,22058,14724,29716,244071895,43845543,50989072,70738,12711,14779,175519989,61580181,20829606,50890,17842,6055
2021-04-21,214721879,192473,67835019,62429,56,19729,58723425,49060932,87928658,17137,14316,25741,217403004,1831137,71350488,63218,534,20748,149853437,61898474,8666332,43805,18062,2565
2021-04-22,302283078,23954,46045107,87749,7,13377,54966505,48885527,90667489,16068,14289,26587,305548228,817593,47332424,88715,239,13750,153010451,62495060,12817045,44802,18267,3786
2021-04-23,213912192,987013,32124805,62388,286,9368,60007855,49563262,88762696,17390,14362,25808,216419670,23987,32973908,63111,7,9616,161402230,62328511,11060418,46847,18061,3245
2021-04-26,204989875,3095183,36562571,58900,883,10510,61150091,51154889,91741945,17447,14594,26265,208644269,28015,35207319,59929,8,10117,167737785,61053574,11514116,47933,17418,3327
2021-04-27,197218799,129881,36420211,56254,37,10403,62248520,51339540,96252705,17716,14610,27493,200600534,84329,33439812,57221,24,9553,172472099,61217394,12846608,49167,17421,3705
2021-04-28,156367010,21038,29403391,44599,6,8391,55349718,51238439,93434831,15786,14612,26737,162972267,21035,28704344,46487,6,8192,171975224,61095492,9484081,49127,17423,2746
2021-04-29,249420950,151092,40043693,70857,43,11380,58502897,51382297,95059673,16667,14623,27147,244774659,175679,38626753,69540,50,10976,170673711,61284186,9546264,48675,17441,2758
2021-05-03,298347898,838716,55632797,85840,243,16024,59839397,51196069,98003900,17359,14836,28492,313799765,2425086,55491218,90272,703,15990,184629751,62507791,13809828,53610,18114,4046
2021-05-04,392176268,423235,73244494,115252,125,21537,60006422,50197029,97792147,17741,14824,28979,397779038,2924541,73701221,116907,863,21651,192977265,63796008,15364067,57105,18840,4585
2021-05-05,315730766,16765,48484307,93500,5,14372,55614821,49074508,90598198,16607,14636,27135,305747877,2353284,53313314,90554,699,15789,185174017,64867138,13650762,55361,19346,4118
2021-05-06,328017947,1511458,50634408,97023,446,14984,62748263,50045363,90168659,18536,14767,26726,312545260,126091,52067318,92443,37,15398,178168699,64621452,14821034,52710,19068,4421
2021-05-07,247433136,3485249,41778518,72238,1009,12205,60290380,52208486,90194738,17462,15104,26223,253873513,51849,39991475,74099,15,11672,184406187,63639463,12225515,53492,18411,3583
2021-05-10,229675378,189475,37780141,66528,55,10958,63699021,52196908,90507575,18507,15148,26412,234793096,227524,35288560,68018,66,10226,192484122,63630143,10394206,56026,18466,3063
2021-05-11,430760957,86374,75828374,128271,26,22623,75218691,47523374,93048415,22733,14348,28260,412975616,8229609,75381331,122920,2485,22474,182364514,66658025,15655297,55251,20125,4777
2021-05-12,729477407,622939,119484029,227383,198,37353,82709476,44902754,84485932,26374,14303,27112,706000686,6931919,123099414,219728,2199,38558,160159263,69321091,14675742,51237,22081,4725
2021-05-13,504697708,1427439,61934331,160904,460,19748,82383868,44179013,85217202,26491,14191,27569,497868037,564592,64355252,158695,181,20543,149660255,67525308,17704255,48283,21690,5741
2021-05-14,515109683,8430675,47325790,163676,2671,15036,90002474,45279530,82992849,28580,14360,26525,498185843,6456198,53134884,158314,2054,16864,138371849,66952476,21401092,44104,21242,6839
2021-05-17,510624815,61057632,76575460,164878,19818,24853,80764341,43478445,82403321,26529,14281,27226,510664761,65706691,74764427,164802,21363,24245,127247024,69092830,18991162,41935,22708,6277
2021-05-18,460527745,47259450,80167481,145714,14756,25311,96099455,48152369,84736260,29854,14967,26452,475565791,37525686,81803129,150421,11731,25823,160439608,65531488,18044170,49958,20369,5641
2021-05-19,318744543,288820,58287547,98875,90,18095,65537594,47966664,77146720,20476,14969,24202,319831357,295335,58524917,99198,92,18166,129512562,65283241,6797749,40557,20373,2165
2021-05-20,323500598,0,28399635,101320,0,8923,66879081,46838963,79837194,20968,14661,25132,319946036,2066532,27505067,100204,647,8635,127130528,66170698,8785158,39951,20712,2801
2021-05-21,332978550,3294613,38294602,102879,1013,11865,65963621,48419302,82384548,20309,14890,25482,340559642,52021,37837162,105222,16,11706,134846124,64853899,9636084,41629,19944,3001
2021-05-24,257090315,932055,22824808,79261,286,7043,66495680,48755705,83495634,20432,14964,25779,266709367,0,21548859,82226,0,6645,145106506,64290802,9019599,44702,19732,2806
2021-05-25,250079381,3077933,30980193,75784,928,9401,67066588,50504914,81018580,20242,15227,24588,245673350,0,35439337,74454,0,10733,142659514,63244742,9857287,43186,19068,3008
2021-05-26,191054974,507386,23740897,57607,153,7163,68747475,51088050,81805379,20711,15375,24780,189919185,3308,22503808,57266,1,6785,143314091,63345859,9325027,43305,19064,2842
2021-05-27,245837843,280698,22502256,74578,85,6842,64018443,51027451,81016514,19382,15432,24668,248347904,796794,23895268,75344,241,7257,140709848,63741328,8945287,42736,19277,2741
2021-05-28,224799665,3557972,25324278,67115,1055,7564,68821959,52862132,80833124,20427,15674,24137,227129970,158097,27225525,67826,47,8120,149443010,62430199,9287752,44493,18511,2790
2021-05-31,259314429,1213975,32842562,76438,357,9705,69125843,53598259,82112763,20339,15754,24327,261648212,170268,34348585,77132,50,10124,152708378,62205825,11512367,45091,18284,3422
2021-06-01,181507304,3722418,29264172,53152,1086,8610,74988313,56436366,88296281,21907,16472,26002,183181558,195221,28257521,53677,57,8275,160826661,61579093,16194965,47184,17973,4766
2021-06-02,213989271,2670309,33323430,62454,780,9748,74464935,58817198,87954558,21800,17196,25969,211352045,201896,36260350,61706,59,10587,157508652,61485110,18844974,46329,17976,5550
2021-06-03,216399698,2804337,32896477,62885,814,9565,76771438,61000711,90150378,22313,17706,26432,218066290,1047188,30627392,63367,304,8900,161938877,61930915,18205778,47293,17976,5327
2021-06-04,213711900,2611658,25352719,62428,763,7431,74442879,62774851,92617168,21797,18352,27358,223420731,1854858,25233419,65282,542,7377,168732312,62942461,20734628,49636,18401,6105
2021-06-07,305239057,474699,46679408,89615,139,13730,73956696,63164640,95985284,21672,18480,28370,303637378,188032,44672520,89135,55,13125,166527003,63045010,22011627,49036,18445,6483
2021-06-08,181720477,215397,23152505,53092,63,6779,71758075,63352630,96516894,21029,18535,28541,184583356,37593,24655160,53938,11,7209,167143326,63055264,24216495,49234,18448,7130
2021-06-09,214018606,293319,36738528,62952,87,10823,71932207,62400500,97174522,21243,18398,28958,211354349,2217237,38019951,62174,654,11192,168130420,64030400,15787048,49911,18878,4700
2021-06-10,233357284,3569455,39548550,68360,1041,11605,67616253,63995829,102747982,19742,18651,30280,236767679,335169,36775146,69362,98,10777,168307056,62409467,16309755,49414,18188,4802
2021-06-11,231197288,65295716,47191444,67155,19006,13746,70019426,64632478,100459087,20388,18833,29546,229140525,64674040,48144154,66605,18829,13984,169008290,62421687,14843205,49507,18193,4357
2021-06-15,266651525,62664244,43965958,77043,18124,12723,74661544,66201347,94662383,21584,19164,27610,273983321,60396085,47020457,79201,17461,13576,181960351,61699913,11438517,52853,17861,3330
2021-06-16,207269618,1197746,59474939,59911,347,17185,62529254,66980411,78282381,18165,19427,22940,198787520,294443,61290336,57489,85,17704,161788979,61584604,10688651,47183,17862,3128
2021-06-17,183664310,141608,26571496,53528,41,7749,65782859,67329435,83741863,19049,19465,24455,197622258,0,21199831,57579,0,6181,179399465,61774281,10549235,52137,17859,3079
2021-06-18,184916187,31063,19258092,53519,9,5585,61523825,67124962,83399791,17862,19452,24422,179780095,127670,20756943,52042,37,6012,169749339,61679599,11806216,49474,17874,3452
2021-06-21,277193982,125544,42831747,81392,37,12615,67317195,65093816,85329911,19876,19187,25421,276714472,3273493,42884388,81266,965,12605,173191136,62888626,14613829,51350,18537,4341
2021-06-22,196785724,105540,28670109,57672,31,8429,61794784,65086993,85570372,18175,19114,25415,195401883,323542,33978024,57277,95,9965,166634535,63091546,20215878,49247,18528,5973
2021-06-23,231740930,3717423,40417742,67540,1076,11770,64498305,67116829,87137354,18706,19435,25518,236653830,27603,43576031,68947,8,12693,175642181,61404905,24066084,51170,17781,7005
2021-06-24,163342165,294768,20817072,47153,85,6014,68924644,67639006,86029685,19912,19506,25093,159970983,0,23942039,46180,0,6912,177171448,61608849,25796403,51406,17767,7474
2021-06-25,185218103,1215103,27273813,52995,348,7811,66963833,67921823,83356370,19251,19492,24206,178303722,571551,28349278,51017,164,8113,168763633,61220937,23965537,48745,17569,6913
2021-06-28,138589176,1002968,18756511,39654,286,5373,70100261,68305061,83131595,20029,19479,24002,140508449,289495,20069084,40206,83,5742,174406154,60850030,24689772,50063,17353,7078
2021-06-29,188710970,52593,28299133,53791,15,8069,73454185,68170664,83777168,20989,19444,24190,186135205,175301,24488412,53060,50,6985,175176272,60839618,21571635,50291,17353,6192
2021-06-30,160701704,2345160,31595691,45466,662,8938,77040710,69551482,83784707,21787,19634,23953,159962574,109814,34971101,45248,31,9895,178982223,59909069,24390427,50858,16912,6926
2021-07-01,212024203,35354,28290366,59987,10,8009,75167772,68879396,81952177,21337,19517,23513,214923762,1199737,26638145,60808,340,7544,179709883,60437550,20897533,51250,17125,5962
2021-07-02,187353974,42360,21547371,53074,12,6108,75357674,68922875,83514039,21386,19526,23942,183645770,3530,22073650,52020,1,6257,176258107,60440765,23215190,50251,17123,6618
2021-07-05,190136090,3339189,29218240,53299,933,8196,79660904,71265451,83719826,22294,19911,23681,187404661,7159,33389845,52521,2,9360,179144871,59332398,26829510,50374,16577,7537
2021-07-06,142018491,161097,21269046,39640,45,5940,77661605,70899400,83471566,21759,19832,23619,145323294,444058,19639065,40563,124,5485,180423387,59262775,24957692,50772,16577,7020
2021-07-07,212418647,3564,32461129,59582,1,9116,80597356,69867224,81702451,22642,19597,23187,206701066,1622493,32502186,57989,455,9125,177428127,59881099,23015500,50077,16796,6494
2021-07-08,213953822,188952,28638492,60060,53,8055,78850397,69955275,83195597,22156,19625,23619,214179082,74861,27698888,60128,21,7783,175843913,59856763,22352899,49653,16792,6311
2021-07-09,284146323,0,36052117,80537,0,10229,76046288,68390456,81200935,21564,19362,23255,288522423,1344166,38135752,81780,381,10821,176581200,59729502,23038642,50304,16910,6563
2021-07-12,228257230,2449403,34560077,63946,687,9686,73715942,69910007,81839674,20711,19609,23224,230100501,0,37386700,64470,0,10475,177026301,58718844,26208660,49967,16470,7393
2021-07-13,200239942,46609,31462144,55837,13,8782,80925235,70078644,79968317,22679,19609,22648,196558500,39310,38141939,54813,11,10636,180732160,58853338,31099690,50891,16468,8744
2021-07-14,212750101,171558,40262682,59593,48,11289,79033076,65811745,78098387,22147,18413,22123,208874549,4443023,34824054,58516,1244,9759,175036969,58859926,23822368,49294,16468,6707
2021-07-15,185415345,1535242,28482683,51681,426,7938,76630543,66638007,80597001,21305,18489,22649,188687180,72083,26263765,52579,20,7322,176633041,58164580,23619880,49348,16138,6599
2021-07-16,242877308,683942,39127972,67957,193,10955,79882701,65950015,84082916,22340,18399,23731,248328635,1793023,34743208,69490,501,9734,184872931,58631561,22978145,51917,16356,6460
2021-07-19,298564692,71096539,62228383,84141,20152,17606,65178679,65098241,87319322,18425,18415,24873,307181742,71514355,57350636,86650,20284,16170,184363607,58251328,21508007,52291,16504,6096
2021-07-20,358788433,49724002,64389911,101996,14240,18349,64035529,63181716,86025711,18414,18222,24868,367589542,52780436,63937829,104581,15085,18192,190260328,59484615,20490973,54852,17156,5888
2021-07-21,286614614,1079080,70151568,82216,312,20102,56955741,62652970,75122811,16498,18134,21836,278475261,1899048,70962350,79946,549,20339,178280154,59788775,14426181,51703,17305,4191
2021-07-22,232403446,1277839,25363542,66757,367,7284,60336665,63538862,75504287,17346,18252,21790,232325304,55696,27197640,66732,16,7808,182490547,59431046,16122471,52533,17072,4648
2021-07-23,193250453,2068503,25074244,55359,594,7184,60720274,63089788,76110822,17456,18123,21963,193878651,985265,25564505,55540,283,7321,183490161,57899318,17202252,52819,16632,4958
2021-07-26,187802378,249812,30090267,54102,72,8678,60532645,60420377,80349913,17606,17561,23444,184614810,3374639,25048799,53174,980,7223,178710399,58414507,16895455,52043,16978,4926
2021-07-27,218385522,195813,26801240,63329,57,7775,58962873,60084566,77130749,17185,17499,22555,219470277,416112,32959923,63650,121,9562,177935191,58302528,19945713,51925,16980,5824
2021-07-28,401841394,78056,60328791,118564,23,17806,54750278,57222945,73876376,16149,16865,21862,390709027,6003219,60554275,115276,1772,17870,161177462,61396335,17431683,47605,18095,5152
2021-07-29,246496299,3953180,26183179,71896,1141,7631,64746075,59701911,74856985,18698,17228,21698,236007984,6871,28045304,68813,2,8171,162701269,60017263,19460675,47064,17319,5630
2021-07-30,210656988,709976,24648893,61019,206,7151,62494344,59102604,71413482,18212,17207,20897,209880634,1534586,25054131,60784,447,7269,158771167,60242957,17244001,46353,17539,5036
2021-08-02,249310588,3146955,36499725,72125,901,10548,67076084,61330130,69860618,19220,17556,20098,255219121,0,38307505,73806,0,11076,170852884,59342386,16981492,49031,16987,4876
2021-08-03,177397511,157196,26599697,50911,45,7634,67480060,61134554,71198744,19320,17485,20457,173023503,276014,24212342,49654,79,6951,166940469,59263980,15886171,47865,16950,4558
2021-08-04,160611169,1412483,26906254,45846,402,7678,72907986,62071315,70325730,20768,17663,20118,156335878,0,28596291,44622,0,8162,168523227,58778509,16372329,48086,16726,4676
2021-08-05,114851935,638640,12669409,32716,182,3610,67569906,61954882,68969334,19280,17657,19767,125258305,407046,13861862,35682,116,3951,173417735,58435555,16256420,49563,16654,4651
2021-08-06,206373405,0,32265947,59135,0,9249,66183061,61106256,70035570,18997,17520,20188,199830456,1615114,30687511,57264,463,8799,164887210,59191454,15994239,47410,16971,4605
2021-08-09,208762909,309767,31986714,60140,89,9222,66959164,61035880,68986918,19257,17533,19931,201680674,1711869,34641510,58110,492,9982,158261832,60527624,17630840,45605,17387,5084
2021-08-10,163897476,55355,27665526,47274,16,7983,65714110,60117420,70456127,19021,17380,20487,169418816,1823215,27979197,48848,527,8076,161863476,61379955,19652982,46943,17745,5702
2021-08-11,227028781,295182,42222272,65984,86,12281,57246323,59607211,67185078,16693,17358,19682,240006971,1129775,43723108,69766,329,12712,165695400,61695244,18092318,48400,17966,5289
2021-08-12,173792581,278470,21953834,50603,81,6393,61037498,59610157,66276077,17811,17371,19432,169621817,233003,22590482,49384,68,6579,165227135,61651269,17816929,48300,17966,5213
2021-08-13,245229951,3374299,38746779,71946,997,11373,58576298,58625157,68365674,17318,17314,20297,249486806,4616508,38095212,73183,1358,11191,166808559,61883123,19888076,49400,18270,5895
2021-08-16,302444634,63952745,47584336,89827,19066,14159,61725063,57460372,64054680,18458,17191,19226,288751071,64910686,50185475,85788,19368,14911,155385251,61644687,18654248,46527,18449,5583
2021-08-17,281230272,51161315,45459851,83999,15334,13613,61269828,57069241,60910508,18559,17327,18508,277947132,51831020,46384572,83048,15538,13880,150549645,61889214,18793800,45680,18789,5692
2021-08-18,313960889,3559213,59687688,95145,1069,18052,49505094,58366655,54498839,14825,17474,16357,320941041,791609,62204628,97222,241,18802,140872612,60484342,13086742,42218,18108,3928
2021-08-19,321020313,33113,39870956,97655,10,12131,51659642,55626230,52226776,15824,17034,16031,309640542,4477902,44557237,94097,1372,13573,129381790,62144368,16508751,39660,19030,5066
2021-08-20,385908787,97141,42469194,118766,30,13065,52346334,54997111,53331195,16173,16987,16510,375618502,923515,42913892,115570,285,13209,119056925,62284949,18351429,36813,19238,5679
2021-08-23,231091225,5238701,35647260,69799,1571,10754,58627471,58186359,56776536,17580,17443,17061,236273145,30019,34124042,71381,9,10296,132601561,60484726,19844414,39793,18132,5960
2021-08-24,162333735,841498,21209318,48438,251,6329,62409808,58881173,56423718,18600,17544,16851,158873624,0,23721165,47405,0,7077,133347435,60351188,21858281,39772,17982,6524
2021-08-25,173255807,2151682,32578779,51352,634,9647,66702251,60177784,55284064,19667,17739,16337,172786653,3392,32298594,51195,1,9563,137879577,59516266,20097592,40684,17544,5936
2021-08-26,238485746,10195,30114016,70173,3,8861,58353594,59862940,56973647,17175,17614,16803,234859209,427999,26772364,69091,126,7879,125969268,59618241,18541006,37104,17542,5468
2021-08-27,223817853,2164326,28488971,65512,630,8326,61595151,57639535,53730766,17936,16783,15686,215838179,3164142,35198584,63155,921,10290,121821504,58391669,21915239,35507,17002,6394
2021-08-30,173808896,2783911,25619795,50337,803,7421,57842971,58776051,55830051,16685,16953,16143,179790132,13866,25534818,52066,4,7394,124634820,56765191,23633647,35983,16373,6830
2021-08-31,232791563,2062496,36756248,67317,591,10630,76009014,59430784,55886351,21774,17024,16050,232420817,13963,39941465,67189,4,11551,142792292,55356787,26982489,40938,15857,7743
2021-09-01,203824743,216698,36472880,58465,62,10462,76520426,59540908,51815352,21897,17037,14876,207444376,129293,35847141,59501,37,10279,146967304,55375106,22484828,42096,15845,6450
2021-09-02,232882603,13870,31437725,66954,4,9045,75058749,58510510,48726627,21671,16892,14118,217591348,1291697,33690139,62550,373,9693,129659375,55659802,22254690,37476,16069,6442
2021-09-03,193405943,1232332,28894278,55396,352,8277,71462683,58725334,50539288,20410,16771,14485,207405302,479523,31678720,59410,137,9070,140703768,55090673,26562382,40226,15733,7603
2021-09-06,228438650,69976,29872913,65256,20,8536,74837091,58580558,49786128,21392,16744,14283,216120858,885111,31469306,61733,253,8991,131702777,55764185,27788657,37688,15939,7961
2021-09-07,192947232,17424,31490396,55343,5,9036,70756309,55631347,51452304,20306,15964,14822,190475213,2750557,31525989,54628,790,9045,124890652,55561651,29564850,35886,15944,8504
2021-09-08,246456386,96611,45813188,71214,28,13252,71183278,54116980,46950647,20623,15677,13655,241708075,2959573,45211300,69831,858,13073,120035078,56913124,24252108,34820,16487,7043
2021-09-09,275739528,172505,39023120,80194,50,11357,77334277,51510568,49315938,22436,14941,14360,272173663,2709706,36835026,79151,786,10715,117363357,56840180,24699417,34091,16487,7182
2021-09-10,210219519,2246211,39011520,60517,643,11227,80042636,52523258,51806064,22919,15030,14890,219500690,195549,38082754,63168,56,10958,129853229,55874731,25906009,37221,15989,7435
2021-09-13,257066522,58173432,46207767,73780,16708,13282,76679856,52236424,58978467,22015,15006,17000,260855845,58621407,43179402,74888,16847,12391,130141385,56028173,30110081,37418,16104,8654
2021-09-14,263886469,49526016,40298041,75534,14195,11536,81353337,52603311,54966259,23342,15112,15819,263753398,49141188,43854966,75506,14080,12554,134761707,56023708,29557023,38710,16095,8487
2021-09-15,228179327,678762,60152425,65768,196,17337,57161545,49364006,56090704,16495,14244,16219,219121214,4421014,60336073,63161,1276,17383,109357561,56513539,16744928,31581,16307,4844
2021-09-16,142795521,13800,24981089,41333,4,7236,54062673,48860751,58119636,15674,14165,16879,152879675,1048350,23238444,44245,304,6730,116067030,57011683,17203458,33671,16528,4999
2021-09-17,196876777,256106,30400883,56956,74,8792,62125788,49173760,57790815,17970,14217,16742,192138445,0,34062387,55575,0,9849,119502751,57090953,20671751,34583,16506,5989
2021-09-22,234277521,16894,46603716,69228,5,13793,55187932,43787900,62060971,16336,12955,18394,238348651,6646254,39532794,70429,1967,11696,115366452,58156280,18278677,34164,17206,5421
2021-09-23,188522705,1642749,26453208,55342,481,7763,62583859,44729104,63600500,18329,13094,18650,183986531,141974,26550110,54008,42,7791,118763705,57750896,19155730,34797,16906,5621
2021-09-24,168973232,1681945,24457332,49110,488,7108,65562692,45413984,62759342,19014,13165,18225,172350708,134489,26052184,50095,39,7570,125725364,57014989,19476910,36477,16528,5659
2021-09-27,160397362,89923,24961593,46443,26,7228,69258481,45567878,65164315,20034,13176,18873,166877329,17273,25149875,48331,5,7281,136019652,57125851,21996873,39360,16518,6373
2021-09-28,177175380,37727,30247443,51692,11,8827,62303118,42698356,65795983,18151,12434,19190,168859532,3002803,30723685,49270,875,8965,125572832,57141760,23245085,36597,16640,6782
2021-09-29,286116320,566725,51112986,84745,168,15153,60887957,40319473,67086035,18110,11987,19975,285276479,5006339,47142331,84494,1488,13973,121928478,58906727,21379691,36280,17513,6369
2021-09-30,255004551,1824012,35489094,75779,539,10543,67682553,41262057,69028001,20010,12194,20433,250287426,16918,34969411,74358,5,10385,124212987,58153987,22559485,36741,17186,6681
2021-10-01,308047521,554548,44365210,92586,168,13368,80856638,39973560,69698493,24484,12100,21131,295912647,4165564,44036288,88887,1260,13264,123845393,60069359,24044782,37521,18183,7293
2021-10-04,314365560,602638,40634555,95451,184,12351,83274835,40133533,68280534,25458,12265,20901,308260037,117769,41988841,93570,36,12764,119701553,59554040,24393712,36615,18200,7470
2021-10-05,308065672,1485690,44489694,94549,453,13664,70982183,41374422,71901170,21656,12618,21961,327551012,87682,40667168,100517,27,12483,127070306,59438433,23829851,38785,18127,7282
2021-10-06,240461813,373116,40357480,73440,114,12337,76392421,41369681,67906260,23353,12642,20787,229374463,284680,39010727,70057,87,11925,121278365,59312250,18554469,37095,18125,5685
2021-10-07,264076057,3804911,37440118,79850,1139,11292,72723242,43247070,68447204,21783,12949,20532,279139059,0,43576951,84381,0,13134,133687484,57755161,24222161,40063,17293,7268
2021-10-08,176606914,33250,24909658,52892,10,7464,65663087,42729575,71229714,19757,12851,21460,186209367,1093890,22548112,55756,329,6757,135881799,58234050,24957018,40901,17514,7522
2021-10-12,261694176,170784,37731507,79626,52,11494,71549780,41815909,73098801,21797,12734,22296,243541008,2035908,40524538,74111,620,12346,122808981,58993467,29719690,37431,17965,9066
2021-10-13,204916517,525848,36681349,62316,161,11164,66964600,41608757,68983653,20524,12747,21171,214215772,921149,38010445,65130,282,11566,127062733,59078652,27221929,38960,18099,8356
2021-10-14,201626958,282788,23477697,61435,86,7153,77490370,41933353,67719409,23632,12783,20684,194051889,128388,24405901,59126,39,7434,130306895,59335545,26400037,39759,18088,8064
2021-10-15,210709459,5058312,39641479,63228,1508,11897,77257881,44687114,70819462,23033,13316,21145,215909105,30165,36954835,64789,9,11087,136399894,57461119,26331547,40683,17122,7863
2021-10-18,221842703,59418425,48791840,66086,17718,14548,80441204,44844259,70445934,24078,13423,21114,226341900,58918957,48256688,67429,17577,14380,143882484,57079040,26130306,43080,17088,7831
2021-10-19,229083376,43679820,51961691,67936,12917,15407,77389087,46656011,68553147,22924,13824,20330,226325604,41195942,56316576,67136,12182,16685,138804167,56544912,29160485,41130,16754,8641
2021-10-20,160649457,1084299,41965297,47479,321,12402,58486303,47442338,62251596,17323,14047,18454,164587921,327745,38433103,48647,97,11360,117414035,56581582,12131941,34786,16753,3602
2021-10-21,180399811,216252,30315387,53295,64,8958,66110862,43049763,65436184,19664,12801,19478,182705716,4358693,27225770,53967,1295,8044,127147272,56289894,12228748,37827,16738,3646
2021-10-22,160080697,60694,22645545,47510,18,6720,65002793,42870661,65466094,19291,12719,19443,166294210,330159,21880684,49346,98,6494,132375458,56410362,11285881,39293,16736,3358
2021-10-25,173893189,135135,24656871,51655,40,7321,64529962,42913275,65881372,19108,12703,19523,169295392,195643,24858967,50279,58,7384,132139869,56544312,11840333,39136,16738,3515
2021-10-26,151010918,1271210,25428087,44426,373,7479,68536535,43550829,67621337,20112,12776,19860,157952611,57937,29181050,46476,17,8581,143698794,56091804,16870594,42177,16455,4960
2021-10-27,142802927,37551,29510670,41998,11,8676,66865704,43349306,69753358,19594,12699,20457,144812994,290150,23389835,42583,85,6878,144184672,56160547,12750824,42260,16452,3746
2021-10-28,148021050,0,19121038,43431,0,5611,67906301,42880347,70121269,19933,12583,20600,147174943,405463,19024761,43179,119,5583,144234062,56075349,13090337,42347,16455,3852
2021-10-29,185021724,0,28619344,54557,0,8441,64583639,42314162,74759564,19062,12485,22083,189912758,888011,25081219,55987,262,7397,145331423,56325115,14480519,42904,16619,4284
2021-11-01,150091489,1103280,21496621,44047,323,6309,69073696,42973280,76050690,20227,12580,22289,144092857,17078,21764715,42289,5,6387,144453948,56008736,15498180,42311,16396,4549
2021-11-02,157517273,0,31579483,45981,0,9223,73419340,42736829,76499179,21541,12535,22463,158752595,531842,34534817,46350,156,10079,149880701,56278966,18966497,43984,16507,5575
2021-11-03,118951113,290558,20726332,34815,85,6068,71042015,43041974,73070003,20790,12592,21401,115854080,61529,20305934,33909,18,5944,144596558,56390045,14961739,42324,16497,4389
2021-11-04,150031258,1201854,23783583,43729,352,6934,70919044,43064935,73160161,20776,12612,21452,155400465,37680,23465122,45289,11,6845,149726309,55234570,14894423,43873,16176,4375
2021-11-05,151611309,2193454,26925534,44143,635,7836,78516975,43690570,75694489,22740,12650,21944,145816499,421342,24107474,42450,122,7015,152351685,54228114,13928578,44136,15701,4045
2021-11-08,151352070,1160261,23795678,43667,333,6864,86700207,44473950,74565532,24888,12763,21427,137650463,0,25679226,39711,0,7406,147460202,53945093,14275567,42343,15481,4109
2021-11-09,148159763,1274127,29176535,42252,363,8323,90482241,44628683,72262608,25784,12714,20617,140688580,326431,32174904,40123,93,9177,138089558,53221652,14548939,39366,15162,4158
2021-11-10,140794141,1018075,31793367,40110,290,9061,83383259,44355447,74643987,23757,12634,21292,151083143,315990,28286834,43043,90,8058,141284231,52247726,13422965,40270,14882,3836
2021-11-11,170843609,1586658,29766199,48844,454,8514,81567345,44003809,73228366,23348,12592,20986,175991255,730151,32215034,50322,209,9213,144360229,51003503,15613524,41338,14595,4481
2021-11-12,179458331,249053,31871624,51133,71,9087,90141033,44344017,71374401,25699,12638,20371,175929214,63075,32913792,50131,18,9380,149615678,51186167,14512997,42670,14588,4148
2021-11-15,251352654,56448529,46007177,71241,15992,13044,103976896,44545295,69554958,29454,12616,19721,246336714,55388250,48537358,69816,15695,13753,158943680,50374282,14866604,45033,14269,4221
2021-11-16,198346513,39627761,48189740,56085,11206,13630,104948987,44831944,66996760,29676,12678,18962,196488462,39404348,55265528,55566,11142,15626,158178336,50451030,19192346,44739,14267,5435
2021-11-17,149906328,941038,46141388,42312,265,13022,81432241,45361594,61291962,22930,12770,17274,147322949,81495,46538421,41586,23,13131,136624628,50146407,12222833,38480,14117,3451
