date,long_deal_amount_外資,long_deal_amount_投信,long_deal_amount_自營商,long_deal_volume_外資,long_deal_volume_投信,long_deal_volume_自營商,long_open_interest_balance_amount_外資,long_open_interest_balance_amount_投信,long_open_interest_balance_amount_自營商,long_open_interest_balance_volume_外資,long_open_interest_balance_volume_投信,long_open_interest_balance_volume_自營商,short_deal_amount_外資,short_deal_amount_投信,short_deal_amount_自營商,short_deal_volume_外資,short_deal_volume_投信,short_deal_volume_自營商,short_open_interest_balance_amount_外資,short_open_interest_balance_amount_投信,short_open_interest_balance_amount_自營商,short_open_interest_balance_volume_外資,short_open_interest_balance_volume_投信,short_open_interest_balance_volume_自營商
2018-12-11,138263745,1832889,33893968,71594,946,17547,120072898,5438282,25443041,61998,2807,13164,141043177,63813,29941404,73036,33,15498,52035543,61895989,20552600,26864,31948,10663
2018-12-12,145514241,564999,39230440,74569,288,20092,121519125,5566501,26007804,61934,2836,13282,140163019,0,39629642,71841,0,20291,45276991,62199103,21350380,23072,31689,10931
2018-12-13,119592972,5499983,23788861,60805,2795,12098,127293944,5591066,24810051,64632,2838,12622,115234636,6991697,24531727,58583,3557,12476,46391381,63935977,20976130,23548,32453,10698
2018-12-14,144705289,11222447,45203283,74243,5780,23233,118886856,5485004,27244509,61139,2820,14034,153640180,13377347,42179870,78843,6898,21667,47960837,65252759,20411721,24655,33553,10542
2018-12-17,161333673,32163941,36516459,82561,16419,18688,126693187,5870529,24260019,64778,3001,12422,153163415,32208258,40414660,78343,16476,20679,47119764,66075168,21374675,24076,33791,10970
2018-12-18,228979173,20683638,49318162,117774,10645,25368,134888063,5783090,27437527,69575,2984,14166,231925919,23001522,49152503,119264,11858,25277,58924787,67796778,24412130,30373,34986,12623
2018-12-19,115013267,635848,35703207,59044,326,18315,117175824,5799465,19198458,60126,2975,9862,105267861,1576864,37826245,54037,809,19406,34489369,69158864,15005217,17693,35477,7737
2018-12-20,150583029,0,26290197,77792,0,13599,115740693,5687010,19592578,60055,2950,10177,154089324,2622468,26499785,79602,1361,13708,37459713,70968101,15640558,19432,36813,8155
2018-12-21,114724937,30717,30348380,59572,16,15775,112460029,5589472,21490598,58245,2894,11142,117037745,830713,28795328,60782,431,14974,36370823,71794001,15878479,18832,37172,8264
2018-12-22,52427214,30719,11588975,27155,16,6026,112735692,5542625,21630710,58820,2891,11297,58301828,1434373,11368576,30206,748,5911,43055181,72663797,15839431,22458,37901,8305
2018-12-24,67182074,9615,12334155,34961,5,6418,108364784,5570746,21670559,56352,2896,11280,65392603,1005720,12481509,34034,523,6496,39746072,73912406,16001337,20663,38424,8362
2018-12-25,84874009,140233,32013895,44683,74,16902,107035629,5568685,23709593,56489,2938,12520,86035918,3255159,29865977,45261,1718,15765,40520427,76024494,15844003,21379,40110,8402
2018-12-26,88631653,7625,25460520,46620,4,13398,110519231,5278555,18930825,58475,2792,10024,80972674,2637758,29162675,42585,1396,15346,36543995,78187654,14806699,19330,41356,7875
2018-12-27,137189239,3333365,24339137,71597,1733,12692,120348215,5461911,20818473,62485,2835,10819,123853723,206220,25654941,64660,107,13362,31600326,76626662,17905320,16403,39773,9336
2018-12-28,112704029,254998,16196356,58528,132,8405,121881428,5464919,21468160,63045,2826,11115,110854918,152685,18042994,57584,79,9360,30979773,76793132,20365300,16021,39711,10572
2019-01-02,145995212,190670,48290063,75965,100,25157,112146917,5395320,23343697,58863,2831,12262,167657838,583295,41940843,87220,306,21863,44008901,76083348,15980866,23094,39922,8430
2019-01-03,126521953,5108434,31898191,66602,2700,16812,107279800,5322075,25827754,56822,2818,13689,131258966,68112,29441157,69120,36,15525,44512109,70340907,16251760,23571,37245,8652
2019-01-04,167864847,4050382,39475125,89494,2160,21064,102264538,5202224,25991141,54589,2776,13883,174602465,640435,40150932,93095,342,21431,46730178,66311490,17131999,24938,35385,9190
2019-01-07,161338489,6337718,37796278,84787,3309,19845,115419632,5387794,25476229,60367,2817,13335,148983806,93193,37352563,78277,49,19593,43228528,61520692,15945366,22604,32166,8382
2019-01-08,116091973,3974773,26595177,60673,2077,13906,110334878,5417474,24906243,57740,2834,13044,120279682,0,31241306,62861,0,16334,42366721,57550630,20109022,22165,30106,10565
2019-01-09,151631111,4172586,49830974,78400,2146,25730,125753526,5534130,23267327,64785,2850,12002,136187487,62134,51012957,70396,32,26344,38790838,54385934,20408450,19979,28008,10552
2019-01-10,110377433,1007044,22386680,56889,519,11547,124735872,5552723,21972635,64359,2864,11351,105636334,21337,24612976,54451,11,12693,33179250,53344140,21116520,17116,27514,10929
2019-01-11,146710962,7935419,36253192,75185,4067,18590,131238986,5468444,22392525,67329,2805,11504,142564636,5623132,40301397,73066,2884,20658,35030082,51225156,25466789,17967,26272,13096
2019-01-14,150704276,32604448,35460713,77665,16818,18279,122218847,5358098,21935665,63122,2767,11342,160873845,33099636,31028595,82889,17092,15995,36772934,51323628,20767565,18984,26508,10754
2019-01-15,219161671,17697598,60049856,112246,9043,30756,148157815,5402739,25325020,75671,2759,12944,203548225,16854879,63961137,104217,8618,32769,44485700,51156299,27888338,22716,26124,14267
2019-01-16,121017719,1087523,38538463,61870,556,19705,116378264,5342314,15759186,59617,2736,8085,126194556,1442279,37649825,64513,738,19248,22063007,51351427,21334909,11300,26299,10951
2019-01-17,127027609,5868,28966241,64983,3,14823,127092413,5349113,16450172,64998,2735,8427,119038146,7820,31593111,60913,4,16163,24662964,51435584,24690151,12611,26299,12649
2019-01-18,116376934,598868,26109420,59354,305,13314,131975385,5234593,17798834,67206,2665,9079,116468805,178697,23062395,59409,91,11764,29210553,51098663,23099563,14874,26015,11784
2019-01-21,120191482,461702,29305777,60779,234,14825,137082319,4012675,19203925,69501,2034,9752,120663828,1270878,29290993,61024,644,14815,31964376,50886403,24558678,16205,25794,12472
2019-01-22,76766331,31498,21317517,38974,16,10825,136101738,3997070,19878144,69138,2030,10114,75349128,844813,19277041,38260,429,9789,29768063,51593707,23232783,15122,26203,11823
2019-01-23,102434461,90353,25697715,52099,46,13074,124939010,4027754,19770241,63637,2051,10086,113761815,1439354,24110003,57861,733,12267,30201338,52847822,22112906,15383,26911,11284
2019-01-24,104951984,57142,24032945,53299,29,12202,129875911,4007104,21701311,65876,2032,11024,98168257,69018,22086925,49858,35,11217,27954891,53042856,21869429,14180,26898,11114
2019-01-25,128521369,65789,27445262,64625,33,13802,147733832,3945334,20751583,74121,1979,10431,109788394,111636,34661342,55211,56,17418,25926755,53564045,27905593,13009,26868,14022
2019-01-28,87222462,7999,19446276,43603,4,9729,145404451,3902529,22054145,72820,1954,11063,91456941,125981,18237825,45729,63,9123,27619021,53728674,27869547,13834,26902,13977
2019-01-29,107786496,5954,31681920,54350,3,15984,133522883,3798142,22851594,67302,1914,11537,121213825,2043383,27681729,61129,1030,13962,29939364,55342921,24466246,15095,27889,12351
2019-01-30,80840197,232731,23222573,40727,117,11699,129673886,3816770,21733093,65349,1923,10972,84388594,321402,23592518,42514,162,11887,29615404,55461244,23631781,14929,27943,11928
2019-02-11,103865179,188226,32234158,51926,94,16109,135353833,3859228,21729674,67707,1930,10891,98886896,445895,31987094,49444,223,15984,29579989,56146746,23016262,14801,28079,11532
2019-02-12,76701519,701743,24972478,38138,348,12417,143605154,3846038,25631066,71223,1907,12733,66497385,201564,23217277,33061,100,11543,26667819,56083152,24715093,13231,27808,12275
2019-02-13,85181086,72586,31088356,42222,36,15411,139168357,3894827,27541849,69015,1931,13678,95717924,338297,26467333,47446,168,13120,32719486,56403287,22006106,16234,27964,10929
2019-02-14,97318137,872697,25547583,48251,433,12671,139754410,3861580,24806436,69348,1916,12329,89988042,927879,28613782,44614,460,14192,25976900,56393920,21820882,12899,27976,10843
2019-02-15,139694244,16080000,34519351,69420,8000,17160,140455716,3785401,24199890,69957,1885,12073,138449360,16694422,35330827,68803,8310,17563,25864789,56739013,22149426,12891,28255,11047
2019-02-18,146134973,25177387,38571250,72146,12412,19052,149166038,3758261,28100023,73597,1854,13883,144488248,23108673,39689672,71321,11397,19599,29997361,55153791,26557558,14809,27209,13117
2019-02-19,141263042,16570264,33656751,69634,8164,16602,168895053,3761733,35140261,83258,1854,17344,139158872,16566172,29895067,68604,8161,14744,47522463,55200689,32128786,23437,27206,15851
2019-02-20,127834496,2334025,55521300,62551,1139,27164,155047044,3652031,19105328,75669,1782,9345,115050010,1417863,63778136,56292,692,31199,21126464,54733326,31154925,10322,26707,15219
2019-02-21,90388861,63811,24885322,44009,31,12115,154662965,3685311,22892450,74926,1785,11111,89500354,24778,22570816,43574,12,10989,18826513,55106239,32706946,9132,26691,15859
2019-02-22,88961875,100719,22057562,43289,49,10734,143833797,3659340,24037467,69782,1775,11682,100708340,28743,18774329,49009,14,9136,19984573,54933394,30513192,9707,26646,14818
2019-02-25,103999599,468624,28580017,50244,226,13811,143613607,3682003,25783558,69285,1776,12459,105424079,14514,29290105,50935,7,14150,20491157,54790530,33020811,9897,26428,15944
2019-02-26,93933817,2071,27327660,45276,1,13176,144846791,3645974,25224515,69974,1761,12205,91859673,859572,26450881,44280,415,12754,19828188,55542621,31591779,9590,26827,15275
2019-02-27,73155277,0,23233322,35318,0,11218,147935543,3634639,21462125,71404,1754,10379,74024850,642594,25520295,35741,310,12324,23685176,56218786,30143777,11443,27130,14563
2019-03-04,114110388,0,33932489,55291,0,16442,142404472,3598888,22322467,69061,1745,10844,131432020,672389,27137352,63672,326,13155,36011672,56606693,24185076,17474,27447,11744
2019-03-05,110301100,30832,23004894,53682,15,11197,138744326,3588030,24110133,67529,1746,11753,103961115,1294640,24529041,50600,630,11938,29394764,57669465,27707461,14317,28063,13500
2019-03-06,101528532,74289,25423915,49244,36,12331,145279454,3656052,22846818,70388,1771,11088,91205385,0,29218771,44239,0,14171,25098814,57910549,30254473,12171,28052,14672
2019-03-07,88266207,0,24219619,42830,0,11757,144341993,3560567,24151525,70349,1735,11788,87038960,1135214,25715562,42231,553,12491,23688759,58629302,33019595,11556,28569,16106
2019-03-08,127278519,0,34165742,62329,0,16738,143066173,3515265,25933183,70137,1723,12729,132566149,1662397,33059634,64922,815,16196,28407867,59924754,33754986,13937,29372,16561
2019-03-11,90440334,183906,21346163,44341,90,10466,142839454,3532406,26907293,69849,1727,13174,92659419,2045,19083169,45433,1,9356,30124235,59903630,32638378,14741,29287,15974
2019-03-12,105269009,1668187,37869695,50941,806,18327,144521614,3636287,29690577,69846,1757,14366,102308259,26937,38115961,49502,13,18443,27446928,59033270,35734964,13275,28524,17283
2019-03-13,96867583,26889,29041983,46867,13,14052,143573285,3612542,29300688,69288,1743,14157,95190405,39238,26442087,46057,19,12796,24661695,59102262,32798738,11912,28516,15841
2019-03-14,89938265,761439,26158223,43406,368,12627,138119313,3603111,28617404,66823,1743,13861,102394677,759723,23349872,49415,367,11274,31929245,58951911,28963038,15457,28515,14025
2019-03-15,134640917,16512501,33610972,64780,7930,16172,154596284,3644079,32762525,74253,1750,15751,125362548,15817918,37762884,60302,7600,18167,38292628,58705159,37209662,18400,28192,17883
2019-03-18,156746847,28106055,40623795,74991,13424,19437,167259531,3653883,34205943,79842,1744,16341,156311227,27218912,34451248,74770,13006,16485,49779434,58174697,31427464,23768,27768,15013
2019-03-19,178655515,16496688,46283391,85190,7859,22073,190963439,3597420,29438829,90983,1714,14040,175916698,17572385,46749323,83881,8376,22293,70513537,59302455,28040100,33600,28255,13373
2019-03-20,123141749,1424030,37515708,58589,677,17844,155945718,3618919,18415333,74174,1721,8777,117471988,1428273,43927705,55882,680,20884,36715837,59435642,25769006,17472,28265,12270
2019-03-21,94804797,59281,25200340,44922,28,11942,170058681,3593567,20811320,80320,1697,9847,82562192,1964740,26545692,39123,928,12581,35589282,61708982,29542348,16818,29141,13966
2019-03-22,105699698,86702,30573372,49803,41,14409,162628170,3602052,22707406,76630,1697,10717,114781446,0,27133144,54084,0,12788,36928030,61767660,28016292,17409,29100,13215
2019-03-25,110562260,119157,28638116,52717,57,13673,155537828,3462997,20461369,74525,1659,9821,114349141,1954816,34820482,54520,936,16614,35685039,62498843,31836722,17107,29941,15268
2019-03-26,96209386,700841,28500838,45826,333,13571,161240532,3508368,21969696,76626,1667,10459,93302055,0,27642978,44445,0,13159,37494465,62329834,32619976,17827,29616,15516
2019-03-27,91177215,37841,29195333,43362,18,13890,156108759,3545240,20538422,74209,1685,9782,94161677,52475,27317495,44782,25,12998,37464541,62364637,29327239,17818,29641,13956
2019-03-28,98161913,8398,21904269,46785,4,10444,162167607,3506761,21029574,77287,1671,10041,88695657,48277,23727858,42275,23,11315,34363423,62215066,31616490,16386,29646,15083
2019-03-29,115113813,1222036,36455400,54654,577,17303,162209749,3556689,25927992,76542,1678,12254,121537434,8478,31507914,57709,4,14950,39603551,61637935,31637873,18696,29080,14944
2019-04-01,119224862,478878,28611251,55896,225,13415,163531911,3464384,23469350,76861,1628,11050,117250899,129810,31701812,54976,61,14867,38480880,61426821,32289328,18095,28866,15192
2019-04-02,78825358,469821,19084564,36903,220,8937,165028746,3374248,23283166,77289,1580,10924,75743164,115345,20198067,35462,54,9458,36455266,61189181,33248567,17082,28652,15588
2019-04-03,92627551,654447,27558077,43325,306,12890,162690881,3338979,21994847,76073,1561,10303,93634267,42779,27000560,43799,20,12628,34926250,60634209,31412196,16340,28347,14704
2019-04-08,102749195,1036463,24621785,47729,481,11436,172390350,3375318,20800378,80048,1567,9677,96185482,0,28497567,44683,0,13235,37172281,60036261,34153521,17269,27872,15875
2019-04-09,70501816,698263,21266508,32618,322,9837,183862260,3307115,22128699,84800,1525,10225,61120054,112727,21186579,28271,52,9801,38302663,59766595,35005253,17674,27560,16161
2019-04-10,71739417,19542,27748881,33107,9,12799,180611395,3134485,18544225,83163,1443,8557,78276644,178117,27015092,36119,82,12465,41353386,59846261,30524711,19049,27551,14072
2019-04-11,99524463,2161,32616743,45941,1,15057,177132386,3068904,17030657,81975,1420,7899,102219782,99416,30450858,47180,46,14061,41221526,59590755,26660312,19085,27573,12354
2019-04-12,110582621,12961800,22563011,51167,6000,10442,176624891,3067768,17047411,81766,1420,7907,110116142,12960840,24660365,50951,6000,11414,40289046,59568709,29101413,18660,27573,13486
2019-04-15,152901885,33504218,45552138,70315,15397,20956,189742713,3104174,22896398,87231,1427,10541,156488897,33010438,42717255,71967,15169,19648,56044672,59504378,32543493,25775,27352,14974
2019-04-16,168314336,16263017,52472981,77280,7455,24094,197009367,3045686,23463472,90176,1394,10750,170226074,16301010,47864637,78152,7475,21979,64692332,59730332,28758241,29614,27339,13179
2019-04-17,122937543,1676849,48687792,56023,763,22186,172093550,2981030,16279545,78296,1356,7419,115119557,357918,56350953,52461,163,25669,34160235,58699478,32143480,15549,26701,14638
2019-04-18,105842573,15358,31103526,48144,7,14155,174406509,2953260,18190836,79739,1350,8329,105272600,927672,31298597,47880,424,14247,36572033,59310211,34349160,16728,27112,15718
2019-04-19,77937631,0,24836240,35463,0,11301,178995656,2956126,18935620,81576,1347,8642,75984335,445444,25392084,34581,203,11555,38784540,59938915,35780792,17683,27312,16321
2019-04-22,50395156,13173,19383198,22919,6,8818,173772872,2957473,19937101,79160,1347,9094,57338380,0,16583624,26078,0,7544,40433522,59953054,34009284,18426,27306,15508
2019-04-23,91855644,17638,28197042,41838,8,12840,175489553,2943141,20489017,79616,1335,9308,88518238,41826,29762101,40315,19,13555,38246448,60196603,36079168,17359,27305,16383
2019-04-24,87362598,8845,37074662,39657,4,16829,167529814,2946008,19683027,76102,1338,8954,100919672,4404,31163764,45796,2,14154,43975972,60122351,29529816,19984,27306,13430
2019-04-25,97314924,2014542,20898732,44198,913,9491,176473792,2951628,20067989,80011,1338,9112,86906174,11031,25689909,39463,5,11669,42237542,58233988,34740727,19158,26398,15766
2019-04-26,110283576,0,35649095,50377,0,16294,164525947,2877829,20100945,75250,1316,9206,124793702,1379797,35300769,57009,631,16135,45958682,59058908,34017543,21029,27007,15575
2019-04-29,88873130,28462,24683142,40631,13,11286,167261151,2888499,19836004,76507,1321,9086,84002023,104916,25681373,38404,48,11743,43834212,59140970,34772241,20059,27047,15920
2019-04-30,87417341,0,29003532,40024,0,13282,169350234,2889138,21489316,77328,1319,9825,84555952,13100,23413383,38718,6,10723,42847859,59252510,30882438,19574,27051,14117
2019-05-02,100756057,764187,37614098,45878,348,17125,168527475,2939908,20304721,76770,1339,9264,103038831,0,38778638,46925,0,17651,44022889,58673019,30865187,20063,26723,14076
2019-05-03,104369112,1261626,38536272,47381,569,17477,180374677,2979311,22266797,81322,1343,10055,95477844,30998,36196342,43337,14,16415,45606942,58059965,30580821,20571,26172,13804
2019-05-06,124735682,89266,51560896,57154,41,23633,161386805,2838804,21533713,74317,1307,9932,148215983,2452965,49591497,67897,1129,22733,52771200,59130528,27713646,24309,27224,12781
2019-05-07,134476336,1211018,36312270,61457,552,16593,171949408,2887567,22108279,78380,1316,10095,119323870,0,40834944,54534,0,18658,46993972,58543450,33004961,21431,26681,15065
2019-05-08,154033529,19667,40850329,70630,9,18732,173493824,2856145,17235131,79651,1311,7931,158291786,588200,43075131,72562,270,19762,53637110,58684948,30213473,24634,26937,13895
2019-05-09,183860505,0,51072575,85071,0,23674,168008834,2779174,23596214,78181,1293,11000,197454027,2081325,48789991,91351,968,22613,63242696,59940315,33929674,29444,27887,15813
2019-05-10,350782158,17312694,66744786,163476,8091,31113,181261346,2752613,24776019,84371,1281,11558,332977831,17438581,72137804,155206,8151,33627,58742726,60026728,40277406,27363,27935,18774
2019-05-13,273921123,28342405,53709902,128626,13373,25234,193323425,2681642,25604922,91439,1268,12132,288697133,29849316,56944825,135525,14083,26779,89029255,60559690,44304567,42130,28632,20990
2019-05-14,309358547,15106251,81522067,147360,7174,38837,198337399,2595267,15285244,94256,1233,7286,305883489,14795779,85376218,145673,7028,40695,91058482,59884555,37051969,43286,28451,17652
2019-05-15,177436371,2447730,66915578,84008,1157,31684,142751522,2600810,12836432,67514,1229,6095,177512003,1247073,58404386,84045,590,27651,43011198,59012353,21673471,20364,27886,10306
2019-05-16,161854114,90297,31681740,76813,43,15090,142663369,2643228,16677015,68067,1260,8014,157526197,1110870,36686422,74791,530,17444,39488725,59584276,30606084,18895,28404,14667
2019-05-17,152075843,50072,36594097,72475,24,17492,144821676,2538689,18088013,69602,1219,8772,154614917,852034,40163675,73690,409,19181,44872151,59868942,35465918,21645,28748,17114
2019-05-20,178297931,43819,30159775,85439,21,14473,149864308,2572531,16349705,71908,1233,7932,168294414,16687,34619646,80652,8,16604,39734035,59980286,38233252,19165,28749,18410
2019-05-21,167835711,389479,32429537,80447,186,15548,148205739,2709841,17157950,70746,1292,8281,171292550,39842,31764695,82108,19,15236,40989735,60070013,38515290,19664,28641,18452
2019-05-22,127713126,1059247,36686932,60902,506,17506,135940199,2915258,16171494,64954,1391,7817,135228252,0,29629960,64487,0,14147,36330350,59172324,30454220,17457,28234,14629
2019-05-23,143200027,111456,36906296,69147,54,17859,124112874,2940697,17848973,60275,1426,8758,154188232,2372158,34682628,74464,1150,16784,39538618,60556019,29661700,19295,29365,14495
2019-05-24,144204829,395941,25237154,69851,191,12241,125624970,2959594,17318588,60839,1431,8483,135131987,622481,28706171,65464,301,13921,31738583,60970048,32583725,15472,29480,15870
2019-05-27,103155100,185423,28712329,49937,90,13912,123524157,2957018,18195009,59877,1431,8918,105640556,1136300,23577513,51136,550,11431,32200263,61867521,28371765,15709,29940,13853
2019-05-28,68023420,101298,20992959,32912,49,10167,120814466,3035824,18513663,58521,1468,9070,70956087,0,20668061,34336,0,10008,32359915,61890609,28404795,15777,29928,13861
2019-05-29,100685552,584290,28993662,48968,284,14119,126910395,2978215,15763905,61761,1447,7783,95613244,53474,30623771,46487,26,14912,33771153,61023079,27210067,16537,29649,13352
2019-05-30,120889607,2202497,31371149,58549,1062,15203,128182944,2995485,17223909,61944,1445,8437,122673661,66330,32137401,59414,32,15579,36210893,59322553,29556999,17596,28617,14394
2019-05-31,127283927,1198451,35986274,61083,573,17297,128257201,3021495,20282503,61451,1445,9835,126268607,154777,30952099,60591,74,14865,35855557,58794243,27650888,17281,28118,13360
